sep=,
DeviceTag:,Movella DOT,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Un-synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Euler),,,,,,,,,,,,,,,,,
StartTime:,2024-10-17 15:01:09.006 +0700,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
40, 386804693, -0.5964670181274414, -1.4221502542495728, -3.0187394618988037, -0.09764906, 0.021514928, 0.34918785, 0
41, 386821360, -0.6004791855812073, -1.4355417490005493, -3.02264666557312, -0.11186162, 0.038397554, 0.327322, 0
42, 386838027, -0.6039050221443176, -1.4487804174423218, -3.0219650268554688, -0.10889437, 0.036401622, 0.32148838, 0
43, 386854694, -0.6067476868629456, -1.463294506072998, -3.015986442565918, -0.09775232, 0.029704494, 0.31505203, 0
44, 386871361, -0.6106244921684265, -1.4773892164230347, -3.013392210006714, -0.111979686, 0.019862395, 0.3290968, 0
45, 386888028, -0.6138532757759094, -1.4910986423492432, -2.9972169399261475, -0.11442736, 0.028022546, 0.32811165, 0
46, 386904695, -0.6165529489517212, -1.5042362213134766, -2.9932713508605957, -0.10155033, 0.029619602, 0.3347473, 0
47, 386921362, -0.6190596222877502, -1.5178252458572388, -2.995471239089966, -0.11736784, 0.027093543, 0.31628704, 0
48, 386938029, -0.6218463182449341, -1.5320236682891846, -3.0134525299072266, -0.105673045, 0.039762158, 0.3321762, 0
49, 386954696, -0.6253734230995178, -1.546992540359497, -3.0164217948913574, -0.1299746, 0.03366703, 0.32391357, 0
50, 386971363, -0.6281909942626953, -1.5621229410171509, -3.050159215927124, -0.12622994, 0.027174115, 0.31451988, 0
51, 386988030, -0.6310469508171082, -1.5768053531646729, -3.0323843955993652, -0.12693499, 0.02894526, 0.32485867, 0
52, 387004697, -0.6341972947120667, -1.5899596214294434, -3.0531792640686035, -0.11735735, 0.038575765, 0.32404327, 0
53, 387021364, -0.6380508542060852, -1.6026065349578857, -3.0372302532196045, -0.14145337, 0.02970172, 0.3221302, 0
54, 387038031, -0.6416528224945068, -1.6158586740493774, -3.049530029296875, -0.13882884, 0.045893315, 0.31560993, 0
55, 387054698, -0.6453377604484558, -1.6285978555679321, -3.0503807067871094, -0.13762699, 0.032179423, 0.33004284, 0
56, 387071365, -0.6482968926429749, -1.6415297985076904, -3.0344157218933105, -0.12568063, 0.042510875, 0.31376934, 0
57, 387088032, -0.6515765190124512, -1.655402421951294, -3.037169933319092, -0.14931725, 0.046006273, 0.3058157, 0
58, 387104699, -0.6545448899269104, -1.6684284210205078, -3.0474796295166016, -0.14474761, 0.043020554, 0.33205128, 0
59, 387121366, -0.6577091813087463, -1.6817206144332886, -3.0474472045898438, -0.14093347, 0.038712602, 0.3367424, 0
60, 387138033, -0.6612890958786011, -1.69766366481781, -3.047975778579712, -0.14963359, 0.050527096, 0.33196735, 0
61, 387154700, -0.6641248464584351, -1.7105944156646729, -3.072422504425049, -0.15402408, 0.05695445, 0.33371162, 0
62, 387171367, -0.6672952771186829, -1.724674940109253, -3.071882724761963, -0.15053323, 0.04949739, 0.3223524, 0
63, 387188034, -0.6698516607284546, -1.7386534214019775, -3.0654797554016113, -0.15628406, 0.052069325, 0.33920288, 0
64, 387204701, -0.6731473207473755, -1.752376914024353, -3.0817599296569824, -0.15364198, 0.027542744, 0.34513474, 0
65, 387221368, -0.6751824021339417, -1.7656036615371704, -3.0942790508270264, -0.14372243, 0.028326869, 0.32008362, 0
66, 387238035, -0.6781708002090454, -1.7772005796432495, -3.126211643218994, -0.15726545, 0.030991476, 0.31438923, 0
67, 387254702, -0.6810104846954346, -1.7914390563964844, -3.12876558303833, -0.15410286, 0.039062552, 0.31370354, 0
68, 387271369, -0.6841316819190979, -1.8043155670166016, -3.1400556564331055, -0.16461684, 0.041069247, 0.34521675, 0
69, 387288036, -0.6866629123687744, -1.8174773454666138, -3.1386349201202393, -0.16679001, 0.053749613, 0.31076527, 0
70, 387304703, -0.6904336810112, -1.8303940296173096, -3.141963243484497, -0.1642372, 0.050622605, 0.34156418, 0
71, 387321370, -0.6939007043838501, -1.8440104722976685, -3.1439414024353027, -0.16599399, 0.046699148, 0.33518124, 0
72, 387338037, -0.6970055103302002, -1.8564757108688354, -3.149254322052002, -0.17045197, 0.051447436, 0.34352016, 0
73, 387354704, -0.6991878747940063, -1.870698094367981, -3.1550614833831787, -0.18122168, 0.0496057, 0.33376503, 0
74, 387371371, -0.7016982436180115, -1.8840582370758057, -3.1614203453063965, -0.174665, 0.05138065, 0.31308842, 0
75, 387388038, -0.7040156126022339, -1.8961918354034424, -3.1700961589813232, -0.18793596, 0.039560728, 0.32874584, 0
76, 387404705, -0.706825852394104, -1.9095691442489624, -3.1559436321258545, -0.18442336, 0.052495915, 0.3305235, 0
77, 387421372, -0.7105106711387634, -1.9223439693450928, -3.1717193126678467, -0.20191462, 0.051591944, 0.32640743, 0
78, 387438039, -0.7127383351325989, -1.933992624282837, -3.1815433502197266, -0.19125481, 0.043302827, 0.3264866, 0
79, 387454706, -0.7154299020767212, -1.9453901052474976, -3.2031407356262207, -0.18043809, 0.051492274, 0.32495117, 0
80, 387471373, -0.7175143957138062, -1.957268476486206, -3.2091033458709717, -0.20497894, 0.06030314, 0.31731987, 0
81, 387488040, -0.7199425101280212, -1.9668093919754028, -3.2386529445648193, -0.20032431, 0.05673937, 0.31459236, 0
82, 387504707, -0.7235839366912842, -1.9806212186813354, -3.2497849464416504, -0.18648826, 0.059369203, 0.326231, 0
83, 387521374, -0.7261808514595032, -1.9915004968643188, -3.23366641998291, -0.19386593, 0.054964527, 0.3527813, 0
84, 387538041, -0.7300205826759338, -2.0025949478149414, -3.241964340209961, -0.19030684, 0.052592855, 0.3333969, 0
85, 387554708, -0.7325028777122498, -2.012810707092285, -3.2487454414367676, -0.21010788, 0.053424012, 0.3261795, 0
86, 387571375, -0.7351238131523132, -2.0232906341552734, -3.251194953918457, -0.20983292, 0.053804975, 0.29360676, 0
87, 387588042, -0.7375352382659912, -2.0338568687438965, -3.2440638542175293, -0.2034397, 0.046549074, 0.3183775, 0
88, 387604709, -0.7395632863044739, -2.0447640419006348, -3.239382028579712, -0.20464993, 0.05234884, 0.3243456, 0
89, 387621376, -0.7409259080886841, -2.055124521255493, -3.2426490783691406, -0.21463992, 0.04417358, 0.33360386, 0
90, 387638043, -0.7429959177970886, -2.0655171871185303, -3.245973825454712, -0.21212128, 0.049648415, 0.32182026, 0
91, 387654710, -0.7455103397369385, -2.0776307582855225, -3.2549147605895996, -0.21668002, 0.06251422, 0.3124962, 0
92, 387671377, -0.7471796870231628, -2.088223934173584, -3.2608518600463867, -0.20929198, 0.06619967, 0.3303938, 0
93, 387688044, -0.7509938478469849, -2.0992610454559326, -3.2767176628112793, -0.2229406, 0.055167966, 0.3572731, 0
94, 387704711, -0.7533641457557678, -2.1094512939453125, -3.288828134536743, -0.22321588, 0.063590966, 0.3455267, 0
95, 387721378, -0.7560626864433289, -2.1198363304138184, -3.2770509719848633, -0.20356901, 0.072925314, 0.33208942, 0
96, 387738045, -0.7579707503318787, -2.131155490875244, -3.2865054607391357, -0.23568004, 0.04676372, 0.30931187, 0
97, 387754712, -0.7608222961425781, -2.13918399810791, -3.293231964111328, -0.22856963, 0.066794984, 0.32493973, 0
98, 387771379, -0.7643085718154907, -2.149214506149292, -3.300550699234009, -0.22153431, 0.06141298, 0.31292725, 0
99, 387788046, -0.766096293926239, -2.1596267223358154, -3.2983126640319824, -0.24411792, 0.065567814, 0.3328781, 0
100, 387804713, -0.768267810344696, -2.1690478324890137, -3.3098607063293457, -0.23497981, 0.075049214, 0.32360554, 0
101, 387821380, -0.7709655165672302, -2.178395986557007, -3.3239243030548096, -0.22823699, 0.052234955, 0.35010815, 0
102, 387838047, -0.7730244994163513, -2.1884849071502686, -3.3302488327026367, -0.22492537, 0.05590595, 0.31164932, 0
103, 387854714, -0.7735955119132996, -2.1983513832092285, -3.3492119312286377, -0.22964412, 0.06734609, 0.3159685, 0
104, 387871381, -0.7771360278129578, -2.2072508335113525, -3.371103525161743, -0.24520707, 0.067669645, 0.31599426, 0
105, 387888048, -0.7795171141624451, -2.2161574363708496, -3.367499828338623, -0.22571672, 0.06668154, 0.29587936, 0
106, 387904715, -0.7814969420433044, -2.2256715297698975, -3.367976665496826, -0.23525652, 0.06725508, 0.31796837, 0
107, 387921382, -0.7838886976242065, -2.2334649562835693, -3.3740732669830322, -0.25048593, 0.06417913, 0.30818367, 0
108, 387938049, -0.7856100797653198, -2.242293357849121, -3.379446029663086, -0.2558682, 0.07254329, 0.3228159, 0
109, 387954716, -0.788092315196991, -2.2496533393859863, -3.377946615219116, -0.25317013, 0.068665855, 0.3303728, 0
110, 387971383, -0.7892339825630188, -2.257519006729126, -3.356379270553589, -0.23967166, 0.056673348, 0.31664371, 0
111, 387988050, -0.7901074290275574, -2.26503324508667, -3.350050687789917, -0.25622848, 0.06531666, 0.32721806, 0
112, 388004717, -0.7923554182052612, -2.272122621536255, -3.3674705028533936, -0.25571728, 0.07391687, 0.34200573, 0
113, 388021384, -0.7940794229507446, -2.278902769088745, -3.3719136714935303, -0.25533018, 0.07643193, 0.33069324, 0
114, 388038051, -0.7962072491645813, -2.285599708557129, -3.3697004318237305, -0.23985058, 0.06251141, 0.33240032, 0
115, 388054718, -0.7975633144378662, -2.2927935123443604, -3.3677451610565186, -0.25796038, 0.06086605, 0.34566593, 0
116, 388071385, -0.7990999817848206, -2.2980599403381348, -3.371399164199829, -0.24474733, 0.08634524, 0.35202026, 0
117, 388088052, -0.8012558221817017, -2.3036911487579346, -3.356945276260376, -0.2562331, 0.07300042, 0.3143177, 0
118, 388104719, -0.8020750880241394, -2.310495615005493, -3.345771074295044, -0.26561636, 0.08099736, 0.33416176, 0
119, 388121386, -0.8026502132415771, -2.3175160884857178, -3.3482823371887207, -0.26073763, 0.07501659, 0.33349514, 0
120, 388138053, -0.4795648753643036, -0.817891538143158, -3.4195499420166016, 0.028859328, -0.003886824, 0.31994438, 0
121, 388154720, -0.47881242632865906, -0.8181111812591553, -3.420976161956787, 0.005341394, -0.009615286, 0.3196869, 0
122, 388171387, -0.4789128005504608, -0.8187423348426819, -3.4153053760528564, 0.008165452, -0.01830436, 0.30496216, 0
123, 388188054, -0.4782240688800812, -0.8176205158233643, -3.4148318767547607, 0.009412347, -0.0036164117, 0.3319912, 0
124, 388204721, -0.47790583968162537, -0.8162332773208618, -3.4155778884887695, -0.0021998563, 0.0070615076, 0.32322502, 0
125, 388221388, -0.4784947335720062, -0.816377580165863, -3.4160549640655518, -0.0010226137, -0.020903395, 0.33352852, 0
126, 388238055, -0.47853320837020874, -0.8157089948654175, -3.417860507965088, -0.0072780917, -0.012606316, 0.33599758, 0
127, 388254722, -0.47954076528549194, -0.8155786395072937, -3.418760061264038, 0.0154305035, 0.008950342, 0.3308382, 0
128, 388271389, -0.47987398505210876, -0.8160913586616516, -3.4204068183898926, 8.3662994E-4, 0.0062025473, 0.34047794, 0
129, 388288056, -0.48000532388687134, -0.815460741519928, -3.4205546379089355, -0.0021079227, -0.008604082, 0.31342506, 0
130, 388304723, -0.480612576007843, -0.8173944354057312, -3.421837329864502, 0.007745094, -0.0054264613, 0.3287859, 0
131, 388321390, -0.4807276725769043, -0.8186653852462769, -3.423501491546631, -0.0012417122, -0.0037755494, 0.32596493, 0
132, 388338057, -0.4808202385902405, -0.8163642287254333, -3.4238858222961426, 0.0022086084, -0.0037962487, 0.31837654, 0
133, 388354724, -0.47921669483184814, -0.8165621757507324, -3.4248273372650146, 0.0125980005, -0.0071765995, 0.32678032, 0
134, 388371391, -0.47893595695495605, -0.815178394317627, -3.424670696258545, -0.004847556, -0.011026791, 0.3407135, 0
135, 388388058, -0.477744460105896, -0.8158265352249146, -3.424757242202759, 0.0043939855, -0.0028143844, 0.31016445, 0
136, 388404725, -0.4790908098220825, -0.8154791593551636, -3.424736499786377, 0.010095634, -0.010814154, 0.3292179, 0
137, 388421392, -0.4791261553764343, -0.8150799870491028, -3.426079511642456, 0.008095046, 0.0056991717, 0.33854675, 0
138, 388438059, -0.4792378842830658, -0.8159688711166382, -3.4266276359558105, 0.002820936, 0.006309582, 0.3302002, 0
139, 388454726, -0.4791190028190613, -0.8158461451530457, -3.4273428916931152, -0.01858887, 0.002793004, 0.3423853, 0
140, 388471393, -0.4782446622848511, -0.8166285157203674, -3.428042411804199, 0.008669572, 0.0024353063, 0.34480953, 0
141, 388488060, -0.4783320724964142, -0.8145122528076172, -3.428417921066284, -0.010162918, -0.0068811886, 0.34589195, 0
142, 388504727, -0.4765555262565613, -0.8160926699638367, -3.429206132888794, 0.0043272036, 0.0072194682, 0.34932613, 0
143, 388521394, -0.47650212049484253, -0.8156722187995911, -3.430891275405884, -0.0071063777, 0.008063754, 0.3266554, 0
144, 388538061, -0.47748124599456787, -0.8159620761871338, -3.430867910385132, 0.0011420953, 0.011601088, 0.32766056, 0
145, 388554728, -0.47721490263938904, -0.8146659135818481, -3.430903196334839, -0.0017579644, 0.0056401854, 0.31365585, 0
146, 388571395, -0.47774216532707214, -0.8150373697280884, -3.4318127632141113, -0.0061229207, -0.011385994, 0.3522234, 0
147, 388588062, -0.4774378538131714, -0.8147050738334656, -3.4321203231811523, 6.0834637E-4, 2.2190645E-5, 0.31950092, 0
148, 388604729, -0.477204829454422, -0.8144517540931702, -3.432133913040161, 0.0072968667, -0.0066429693, 0.31775093, 0
149, 388621396, -0.4781866669654846, -0.8121045231819153, -3.4330577850341797, 0.012058936, -0.02046862, 0.3265066, 0
150, 388638063, -0.4780430197715759, -0.811735212802887, -3.4339351654052734, 0.0021052684, -0.010562395, 0.34712124, 0
151, 388654730, -0.4785544276237488, -0.8103774189949036, -3.434135675430298, -0.001660373, -0.0050542043, 0.32576942, 0
152, 388671397, -0.4796425700187683, -0.8113141655921936, -3.434368848800659, 0.001561692, -0.008766705, 0.3178501, 0
153, 388688064, -0.478732168674469, -0.8120806217193604, -3.434739589691162, -2.9674836E-4, 0.012701787, 0.33323574, 0
154, 388704731, -0.4782272279262543, -0.8117984533309937, -3.4364142417907715, 0.0099388035, -0.0031528494, 0.3417492, 0
155, 388721398, -0.47767484188079834, -0.8118700385093689, -3.4371628761291504, -5.364311E-4, -0.001435966, 0.3354702, 0
156, 388738065, -0.4771464169025421, -0.8123789429664612, -3.4368793964385986, 0.009427134, -0.0019340471, 0.34563637, 0
157, 388754732, -0.4764276444911957, -0.8124755024909973, -3.421823740005493, -0.0070371586, -0.00600507, 0.34385872, 0
158, 388771399, -0.4757867753505707, -0.8118912577629089, -3.4224298000335693, 0.003999974, 0.009220007, 0.32995605, 0
159, 388788066, -0.47618618607521057, -0.8120260238647461, -3.4223670959472656, 0.0033007346, -5.444915E-4, 0.32769585, 0
160, 388804733, -0.47611236572265625, -0.8126943707466125, -3.421823740005493, 4.143651E-4, 0.010764356, 0.31497478, 0
161, 388821400, -0.47603365778923035, -0.8124806880950928, -3.4211316108703613, 0.008665793, -0.0050987005, 0.31074142, 0
162, 388838067, -0.4758262038230896, -0.8122205138206482, -3.421248435974121, -4.886901E-4, 0.0014074437, 0.32612324, 0
163, 388854734, -0.4743095934391022, -0.8125088214874268, -3.422640800476074, 0.004434958, -0.0029842262, 0.35145283, 0
164, 388871401, -0.4759178161621094, -0.8129093647003174, -3.4222986698150635, 0.0014301197, -0.0047831633, 0.33108425, 0
165, 388888068, -0.4757298231124878, -0.8118864297866821, -3.4220829010009766, 0.0036298714, -0.0034933886, 0.32899094, 0
166, 388904735, -0.47545507550239563, -0.8123748898506165, -3.4211795330047607, 0.012510593, 0.015770407, 0.33743572, 0
167, 388921402, -0.47542956471443176, -0.8122004866600037, -3.422075033187866, 0.007115493, -1.906775E-4, 0.3376894, 0
168, 388938069, -0.4763783812522888, -0.813389778137207, -3.4218850135803223, 0.0010115987, -0.0025154427, 0.34559536, 0
169, 388954736, -0.47723013162612915, -0.8135261535644531, -3.405320644378662, 0.0022558395, -7.9237786E-4, 0.32559013, 0
170, 388971403, -0.4773983061313629, -0.8140621781349182, -3.4051926136016846, 0.0046572555, -0.0021014514, 0.32236004, 0
171, 388988070, -0.47711437940597534, -0.8137919306755066, -3.3966081142425537, 0.008461628, 0.0011590613, 0.332098, 0
172, 389004737, -0.47714143991470337, -0.8126239776611328, -3.3953707218170166, 0.014642082, 3.8615704E-4, 0.3221388, 0
173, 389021404, -0.4776977300643921, -0.8123744130134583, -3.39494252204895, 0.0110064, -0.006644111, 0.31657124, 0
174, 389038071, -0.4779420793056488, -0.8125404715538025, -3.3951101303100586, 0.0068246187, -0.0055784574, 0.3352394, 0
175, 389054738, -0.4772360920906067, -0.8119557499885559, -3.3911023139953613, 2.8256228E-4, 0.010828476, 0.33603573, 0
176, 389071405, -0.47666049003601074, -0.8105054497718811, -3.3854990005493164, 0.0021955608, 4.7990328E-4, 0.3167944, 0
177, 389088072, -0.4769020080566406, -0.8091524243354797, -3.375370740890503, 0.0049216645, -0.012675014, 0.32643604, 0
178, 389104739, -0.4760613739490509, -0.8089655041694641, -3.369175910949707, -8.3112594E-4, -0.0068333815, 0.33098698, 0
179, 389121406, -0.4763258695602417, -0.8093774318695068, -3.36845326423645, 0.013063836, 0.013213408, 0.32321548, 0
180, 389138073, -0.47650906443595886, -0.8084781169891357, -3.3677477836608887, 0.0018728221, 0.01234147, 0.31782627, 0
181, 389154740, -0.4771001935005188, -0.8095349073410034, -3.367861747741699, -0.0047985646, -0.009806397, 0.34110546, 0
182, 389171407, -0.4769919812679291, -0.8091638684272766, -3.365327835083008, -0.0018823423, 0.0057212715, 0.32987976, 0
183, 389188074, -0.47847428917884827, -0.8091356754302979, -3.3645544052124023, 0.0068418435, -0.0021563552, 0.34963703, 0
184, 389204741, -0.4790745973587036, -0.8086129426956177, -3.354876756668091, 0.005234576, 0.0031305854, 0.33660507, 0
185, 389221408, -0.4797847270965576, -0.807338535785675, -3.3596248626708984, -0.0039835945, 0.0071002627, 0.32468128, 0
186, 389238075, -0.4793667495250702, -0.8080035448074341, -3.3601574897766113, 0.015785323, 0.0011584222, 0.32768154, 0
187, 389254742, -0.480390727519989, -0.8089813590049744, -3.352602958679199, 4.053128E-4, 0.015224099, 0.32911587, 0
188, 389271409, -0.48073282837867737, -0.8095930814743042, -3.351743221282959, -0.011862168, 0.016217, 0.33795547, 0
189, 389288076, -0.48184189200401306, -0.8101387619972229, -3.341731309890747, -0.0019737312, 0.011077327, 0.3122053, 0
190, 389304743, -0.48269134759902954, -0.8093618750572205, -3.3381364345550537, -0.008561957, 0.0058844956, 0.33149815, 0
191, 389321410, -0.4832315742969513, -0.8092793822288513, -3.3372743129730225, -0.007403713, -5.471143E-4, 0.32580757, 0
192, 389338077, -0.4836500883102417, -0.8086392283439636, -3.3381240367889404, 0.0083163865, -0.0066551403, 0.33461952, 0
193, 389354744, -0.4825863838195801, -0.8085217475891113, -3.333646297454834, -0.004170954, 0.011946614, 0.31935787, 0
194, 389371411, -0.4816405475139618, -0.8096233010292053, -3.3301775455474854, 0.0010539893, 0.009736954, 0.33592224, 0
195, 389388078, -0.48111623525619507, -0.8100804090499878, -3.327820301055908, 0.006400182, -0.012134522, 0.31746674, 0
196, 389404745, -0.4811643660068512, -0.8105266094207764, -3.324002504348755, 0.01818426, 0.01234241, 0.35012627, 0
197, 389421412, -0.4812922179698944, -0.8116647601127625, -3.323016405105591, 0.0055797636, -0.0040013185, 0.31423855, 0
198, 389438079, -0.4821758270263672, -0.8111310601234436, -3.3246710300445557, 0.007770372, 0.004287129, 0.32146454, 0
199, 389454746, -0.48225197196006775, -0.8111863732337952, -3.321274757385254, 0.004995773, 0.01091799, 0.32022476, 0
200, 389471413, -0.483494371175766, -0.8093892931938171, -3.3173828125, -0.008601917, -0.0066204676, 0.3257227, 0
201, 389488080, -0.48256397247314453, -0.8096649646759033, -3.3165886402130127, -0.00440792, 5.940066E-4, 0.32802105, 0
202, 389504747, -0.48287758231163025, -0.8084247708320618, -3.3155500888824463, 7.6915E-4, 0.0073071974, 0.31609058, 0
203, 389521414, -0.48305588960647583, -0.8083792924880981, -3.3137292861938477, -0.0044842917, -0.0125626605, 0.31773758, 0
204, 389538081, -0.4837927520275116, -0.8083075284957886, -3.3144402503967285, 2.1240716E-5, 0.0020802317, 0.3396101, 0
205, 389554748, -0.4842658042907715, -0.806901752948761, -3.3132550716400146, 0.008799363, 0.006939899, 0.32107544, 0
206, 389571415, -0.48505863547325134, -0.8061327934265137, -3.30562686920166, 0.009641099, 0.0033587466, 0.3339014, 0
207, 389588082, -0.48386073112487793, -0.8067766427993774, -3.3044328689575195, 0.012430373, 0.0073658903, 0.32600498, 0
208, 389604749, -0.48385336995124817, -0.8066956996917725, -3.3096182346343994, 0.008970204, 0.006087899, 0.3301983, 0
209, 389621416, -0.4838692247867584, -0.8063848614692688, -3.309244155883789, 0.01092604, 4.923222E-4, 0.34585667, 0
210, 389638083, -0.4828018546104431, -0.8054683208465576, -3.306396484375, 0.0123611605, 0.004094698, 0.3432703, 0
211, 389654750, -0.48383545875549316, -0.80464768409729, -3.301922559738159, 0.008534716, 0.005824409, 0.33467197, 0
