sep=,
DeviceTag:,Movella DOT,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Un-synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Euler),,,,,,,,,,,,,,,,,
StartTime:,2024-10-17 15:01:09.006 +0700,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
692, 397671577, -0.48409467935562134, -0.8198028802871704, -3.1103343963623047, 0.007702927, 0.0022009145, 0.34233093, 0
693, 397688244, -0.4839460253715515, -0.819974958896637, -3.109807252883911, -0.014895351, 0.0024191542, 0.32710457, 0
694, 397704911, -0.4840242564678192, -0.8204065561294556, -3.1086201667785645, -0.0057040504, -0.009179356, 0.32024097, 0
695, 397721578, -0.4838908016681671, -0.8209880590438843, -3.1098506450653076, 0.0035156214, 0.0022063453, 0.32455826, 0
696, 397738245, -0.48439979553222656, -0.8209607601165771, -3.10906720161438, -0.0028446913, 0.009338794, 0.34926796, 0
697, 397754912, -0.48366278409957886, -0.8216806650161743, -3.1092827320098877, -4.7059954E-4, -0.0030960038, 0.3310709, 0
698, 397771579, -0.48418405652046204, -0.8220995664596558, -3.1096761226654053, 0.0041164453, -0.004274444, 0.33328152, 0
699, 397788246, -0.48451584577560425, -0.8217169642448425, -3.1100592613220215, 0.0022640256, 0.007379123, 0.33484077, 0
700, 397804913, -0.4845705032348633, -0.8220500349998474, -3.110978126525879, 0.0013038488, 0.0059595676, 0.32243443, 0
701, 397821580, -0.4845620095729828, -0.8201987147331238, -3.110520362854004, -8.3629467E-4, 0.009412518, 0.3266077, 0
702, 397838247, -0.4835875332355499, -0.819146454334259, -3.111433744430542, -0.0045087384, 2.663995E-4, 0.3375845, 0
703, 397854914, -0.4838627874851227, -0.8197454810142517, -3.1121010780334473, 0.007863081, -0.0035150207, 0.3217306, 0
704, 397871581, -0.48336848616600037, -0.8201747536659241, -3.112089157104492, 0.003024249, 0.005509961, 0.31733227, 0
705, 397888248, -0.4831845462322235, -0.817635178565979, -3.1124448776245117, 0.005730942, 0.001010792, 0.3255558, 0
706, 397904915, -0.48277270793914795, -0.8171774744987488, -3.11167311668396, -0.0044465526, 0.006351096, 0.33459187, 0
707, 397921582, -0.4832184314727783, -0.817143976688385, -3.11120867729187, 3.0916033E-4, 0.012840027, 0.34922886, 0
708, 397938249, -0.4835064709186554, -0.8170005083084106, -3.111557960510254, 0.0038169937, -0.006266385, 0.32875633, 0
709, 397954916, -0.4836164116859436, -0.8176282644271851, -3.1110358238220215, 0.008341273, 0.008293969, 0.34181595, 0
710, 397971583, -0.48355942964553833, -0.8175491690635681, -3.112168788909912, 0.0014683055, -0.015160042, 0.32342434, 0
711, 397988250, -0.483574241399765, -0.8163689374923706, -3.1121811866760254, -0.0043260516, -0.0010262982, 0.3157196, 0
712, 398004917, -0.4831477403640747, -0.8167038559913635, -3.111164093017578, 0.0030318485, -0.013754502, 0.34050846, 0
713, 398021584, -0.48142290115356445, -0.8184460997581482, -3.1109490394592285, 5.525799E-4, -0.0020821558, 0.3389578, 0
714, 398038251, -0.480470210313797, -0.8171674609184265, -3.1112194061279297, 0.0038936445, 0.011974634, 0.31850338, 0
715, 398054918, -0.47927337884902954, -0.8175960183143616, -3.1106812953948975, 0.002791635, 0.0018845705, 0.33648396, 0
716, 398071585, -0.47954827547073364, -0.8170811533927917, -3.1105549335479736, -2.3286558E-4, -0.0045008073, 0.34307957, 0
717, 398088252, -0.4807974100112915, -0.8169565200805664, -3.111234664916992, 0.0071832384, -0.0018528071, 0.32406616, 0
718, 398104919, -0.4813854992389679, -0.8167198300361633, -3.110153913497925, 0.00627989, -0.002417586, 0.34485912, 0
719, 398121586, -0.48092737793922424, -0.8165212869644165, -3.1098122596740723, -0.001279032, -0.009673973, 0.346097, 0
720, 398138253, -0.4815022349357605, -0.8235458135604858, -3.1165411472320557, 0.00560106, -0.008427947, 0.3288555, 0
721, 398154920, -0.4814910292625427, -0.8232401013374329, -3.1168954372406006, 0.0037413135, -0.0023871637, 0.32661152, 0
722, 398171587, -0.4813890755176544, -0.8234593272209167, -3.1170897483825684, 0.005949831, -0.0073263356, 0.3369093, 0
723, 398188254, -0.48246967792510986, -0.8238067626953125, -3.118481397628784, -0.0013157229, 0.014832697, 0.3335657, 0
724, 398204921, -0.4819365441799164, -0.8230077028274536, -3.118595838546753, 0.0033508434, 0.0041989284, 0.3308878, 0
725, 398221588, -0.48244962096214294, -0.8231633901596069, -3.117938280105591, 0.008858475, -0.00917909, 0.33222866, 0
726, 398238255, -0.4816017150878906, -0.8231201767921448, -3.1182541847229004, 0.0035489528, 0.0023738786, 0.33532715, 0
727, 398254922, -0.4807150065898895, -0.8228127956390381, -3.1170692443847656, 0.0073381606, 0.0027889283, 0.3160267, 0
728, 398271589, -0.47994133830070496, -0.8234318494796753, -3.116661548614502, 0.011967785, -1.4835323E-4, 0.3310089, 0
729, 398288256, -0.48045840859413147, -0.822974681854248, -3.115821361541748, 0.0024306616, -0.018365983, 0.3359785, 0
730, 398304923, -0.4803573489189148, -0.8234907984733582, -3.1144726276397705, 0.00427683, -0.012406691, 0.32501316, 0
731, 398321590, -0.48055317997932434, -0.8229295611381531, -3.113718032836914, 0.00468458, 0.011278076, 0.33356094, 0
732, 398338257, -0.4798029065132141, -0.8222780823707581, -3.113676071166992, 0.005742034, 8.66207E-4, 0.33413982, 0
733, 398354924, -0.4793475270271301, -0.8230628371238708, -3.1144368648529053, 0.0048552323, 0.011161224, 0.34016705, 0
734, 398371591, -0.4783249795436859, -0.8228329420089722, -3.115935802459717, 0.009271925, 0.0024769532, 0.32353687, 0
735, 398388258, -0.4782816469669342, -0.8233252763748169, -3.117307662963867, -0.0075332527, 0.006005154, 0.34613705, 0
736, 398404925, -0.47779926657676697, -0.8225651383399963, -3.1179165840148926, 0.012979628, -0.0015213025, 0.34798336, 0
737, 398421592, -0.4784356951713562, -0.8227062225341797, -3.118607521057129, 4.4458124E-5, -0.0020501795, 0.3377447, 0
738, 398438259, -0.4785081148147583, -0.8238862156867981, -3.118428945541382, 3.4260345E-4, 0.0034879127, 0.341712, 0
739, 398454926, -0.47754958271980286, -0.8250240087509155, -3.119358777999878, -0.0023740428, 0.002439864, 0.329031, 0
740, 398471593, -0.4778255820274353, -0.825904905796051, -3.118440866470337, -2.935284E-4, -0.020317905, 0.3252344, 0
741, 398488260, -0.4781363606452942, -0.8261247873306274, -3.119018077850342, -0.014284406, -0.014484562, 0.3366871, 0
742, 398504927, -0.4779243469238281, -0.8278394341468811, -3.1187522411346436, 0.0014332209, -0.0061190757, 0.33278847, 0
743, 398521594, -0.47887709736824036, -0.8265334367752075, -3.1189115047454834, 0.0024136954, -0.0163336, 0.33602428, 0
744, 398538261, -0.47856441140174866, -0.8267120718955994, -3.1187644004821777, -0.008476044, -0.0029603208, 0.33756256, 0
745, 398554928, -0.47871965169906616, -0.8258387446403503, -3.1170334815979004, -0.0064716083, -0.0047774008, 0.33358192, 0
746, 398571595, -0.4792589545249939, -0.8252249956130981, -3.1161906719207764, 0.014297013, 0.0051234374, 0.33620834, 0
747, 398588262, -0.479133665561676, -0.826466977596283, -3.1158692836761475, 0.008997221, 0.009769367, 0.32494926, 0
748, 398604929, -0.478624552488327, -0.8261484503746033, -3.1152803897857666, -0.0059905103, -0.008027108, 0.32328796, 0
749, 398621596, -0.47767189145088196, -0.82630854845047, -3.117027759552002, 0.006776368, -0.0037303264, 0.33069324, 0
750, 398638263, -0.47663745284080505, -0.824652373790741, -3.1164193153381348, -0.0049432893, 0.011271039, 0.35299873, 0
751, 398654930, -0.4774323105812073, -0.8250019550323486, -3.1158363819122314, 0.0067196446, 0.0032900793, 0.34426975, 0
752, 398671597, -0.4763551652431488, -0.8252336978912354, -3.1164543628692627, -0.010853803, 0.0060985964, 0.3421383, 0
753, 398688264, -0.4765836000442505, -0.8250701427459717, -3.1146669387817383, 0.010408831, -0.005078197, 0.3338194, 0
754, 398704931, -0.4764665365219116, -0.8260625600814819, -3.1156222820281982, -0.0031646641, 0.0014762402, 0.30630112, 0
755, 398721598, -0.4770573377609253, -0.8262905478477478, -3.115354537963867, 0.0020346036, 0.009109578, 0.3369217, 0
756, 398738265, -0.4763805568218231, -0.826556384563446, -3.11492657661438, 0.007067703, -0.0034878743, 0.33398628, 0
757, 398754932, -0.47759467363357544, -0.8265829682350159, -3.115290403366089, 0.003345947, 0.0044925683, 0.35463428, 0
758, 398771599, -0.4778556823730469, -0.827096164226532, -3.11521577835083, 0.009289512, -0.0017541611, 0.3418417, 0
759, 398788266, -0.4771561026573181, -0.8260334134101868, -3.115320920944214, -0.003498292, -0.008687362, 0.32109642, 0
760, 398804933, -0.4774506092071533, -0.8265866637229919, -3.1159212589263916, 0.01753096, -0.0019360343, 0.31841373, 0
761, 398821600, -0.4770405888557434, -0.8265512585639954, -3.115826368331909, 0.016467666, 0.0051293815, 0.30124092, 0
762, 398838267, -0.4770451784133911, -0.8265814781188965, -3.115656852722168, -0.005135245, 0.013420402, 0.34938145, 0
763, 398854934, -0.4780671298503876, -0.8286831378936768, -3.115194082260132, 0.0028577878, 0.0032541216, 0.32018375, 0
764, 398871601, -0.4768449068069458, -0.8286350965499878, -3.1144163608551025, -0.0059794956, -0.0124605885, 0.31390476, 0
765, 398888268, -0.4767243564128876, -0.8295419812202454, -3.115152359008789, 0.0013249709, -0.0010443748, 0.32467747, 0
766, 398904935, -0.4762045443058014, -0.8287882804870605, -3.114487648010254, 0.014685172, -0.0029919338, 0.34903622, 0
767, 398921602, -0.477875679731369, -0.8285970687866211, -3.1142961978912354, -0.0057407347, 0.0065499144, 0.33515644, 0
768, 398938269, -0.4785154163837433, -0.8281333446502686, -3.114314079284668, 0.0023525436, 0.005902198, 0.3371668, 0
769, 398954936, -0.4779452085494995, -0.828245222568512, -3.1154115200042725, 6.827832E-4, 0.019604376, 0.3416853, 0
770, 398971603, -0.4777449071407318, -0.8291497826576233, -3.115616798400879, 0.001060548, -0.005622709, 0.3282385, 0
771, 398988270, -0.47830790281295776, -0.8300344347953796, -3.117610216140747, -0.0013842717, 0.008868875, 0.30923843, 0
772, 399004937, -0.4784797728061676, -0.8293313384056091, -3.116229295730591, 0.011298287, -0.0015692391, 0.31271935, 0
773, 399021604, -0.4786429703235626, -0.8305261731147766, -3.1163840293884277, -0.0029354375, -0.009981789, 0.33361912, 0
774, 399038271, -0.4789361357688904, -0.8300594687461853, -3.116638660430908, -0.009784056, 0.012611869, 0.33095074, 0
775, 399054938, -0.47876670956611633, -0.8290825486183167, -3.116056442260742, -0.0074485415, -0.008346155, 0.33676624, 0
776, 399071605, -0.4779691696166992, -0.827150821685791, -3.118579864501953, 3.0982387E-4, 0.008169559, 0.3353901, 0
777, 399088272, -0.4777246117591858, -0.8278501629829407, -3.1176466941833496, -0.007498881, 0.014853466, 0.3270626, 0
778, 399104939, -0.47673866152763367, -0.828116238117218, -3.1166086196899414, 0.0054613505, 6.561537E-4, 0.34840393, 0
779, 399121606, -0.4770091474056244, -0.8273688554763794, -3.116142749786377, 0.0014720634, -0.0036023932, 0.32954597, 0
780, 399138273, -0.47669127583503723, -0.827397882938385, -3.115635395050049, 0.0073883883, 0.0063877106, 0.31748486, 0
781, 399154940, -0.4761122167110443, -0.8274327516555786, -3.116966962814331, -0.0010183809, 0.0031484524, 0.3507185, 0
782, 399171607, -0.4756890535354614, -0.8270743489265442, -3.1180858612060547, 0.0017713401, -0.013361661, 0.35353947, 0
783, 399188274, -0.47592833638191223, -0.8274982571601868, -3.1178953647613525, -0.0049946695, -0.003954248, 0.34554195, 0
784, 399204941, -0.4766644537448883, -0.8264734148979187, -3.1190061569213867, 0.008159955, -0.012362502, 0.34642887, 0
785, 399221608, -0.47816357016563416, -0.8253622055053711, -3.1175994873046875, -0.006668558, 0.0070769126, 0.30510235, 0
786, 399238275, -0.4774043560028076, -0.8269169330596924, -3.11906361579895, -0.0020069508, -0.0050091487, 0.32040596, 0
787, 399254942, -0.4779719412326813, -0.82656329870224, -3.1198861598968506, 0.010330552, 6.547323E-4, 0.32730293, 0
788, 399271609, -0.4774377644062042, -0.8273743391036987, -3.120258092880249, 0.008685113, 0.004234582, 0.32441425, 0
789, 399288276, -0.47863900661468506, -0.8267979025840759, -3.1206064224243164, -0.0027827502, 0.0033287716, 0.3315544, 0
790, 399304943, -0.4783309996128082, -0.8257356882095337, -3.120347499847412, 0.0071411342, 0.012676981, 0.33238602, 0
791, 399321610, -0.4784465432167053, -0.8266687989234924, -3.120227813720703, 0.0077237976, 0.0068540494, 0.32696533, 0
792, 399338277, -0.47875624895095825, -0.8261629939079285, -3.12080979347229, -0.004514249, -0.0023074464, 0.3495493, 0
793, 399354944, -0.4784688353538513, -0.8269357681274414, -3.120502471923828, 9.7118475E-4, -0.00898015, 0.3346777, 0
794, 399371611, -0.4788663387298584, -0.8295109868049622, -3.1202895641326904, 0.009687079, -2.672342E-4, 0.33418083, 0
795, 399388278, -0.47935691475868225, -0.8295642733573914, -3.12113618850708, 0.0023090285, 0.0047342805, 0.3214531, 0
796, 399404945, -0.48089125752449036, -0.8297328948974609, -3.1204230785369873, 0.008131771, -0.0014266308, 0.32292557, 0
797, 399421612, -0.48057660460472107, -0.8296936750411987, -3.121429920196533, 0.009328676, 0.011017212, 0.33003902, 0
798, 399438279, -0.4802880883216858, -0.8284065127372742, -3.122088670730591, -1.6894785E-4, -0.0031491683, 0.32977486, 0
799, 399454946, -0.4809954762458801, -0.8290498852729797, -3.1216959953308105, 0.0023389512, -0.0020149553, 0.33542538, 0
800, 399471613, -0.48118117451667786, -0.8284802436828613, -3.1209466457366943, 0.022782369, -0.01458275, 0.34392834, 0
801, 399488280, -0.48209914565086365, -0.8288523554801941, -3.1206302642822266, -0.01639259, -0.005997251, 0.35379696, 0
802, 399504947, -0.4823921024799347, -0.8297293186187744, -3.1218929290771484, -0.008675949, 0.012985652, 0.33132648, 0
803, 399521614, -0.4830114543437958, -0.8303514719009399, -3.120945692062378, -7.8939187E-4, 0.006246576, 0.32593918, 0
804, 399538281, -0.48374709486961365, -0.8307436108589172, -3.1224379539489746, -0.0024044407, -0.01834733, 0.32217503, 0
805, 399554948, -0.4842337965965271, -0.8305249810218811, -3.1221652030944824, 0.00929684, 0.0072201598, 0.3330412, 0
806, 399571615, -0.4840458631515503, -0.8321729302406311, -3.1204113960266113, 0.01033908, 0.0015608817, 0.3430748, 0
807, 399588282, -0.48472267389297485, -0.8320256471633911, -3.119356632232666, 0.0061768014, 0.012039358, 0.3457384, 0
808, 399604949, -0.4842054545879364, -0.8316836953163147, -3.120060443878174, -0.012296369, 0.0077262563, 0.3265171, 0
809, 399621616, -0.4852829575538635, -0.8321660161018372, -3.1188910007476807, 0.013853913, 3.356152E-4, 0.350626, 0
810, 399638283, -0.48579534888267517, -0.8331345915794373, -3.1196954250335693, 0.005666647, -0.011585169, 0.34360123, 0
811, 399654950, -0.48534753918647766, -0.8317911028862, -3.120702028274536, 0.0027521779, 0.009111107, 0.348917, 0
812, 399671617, -0.48599523305892944, -0.8313761353492737, -3.1212449073791504, 0.011460068, 0.007914605, 0.31893635, 0
813, 399688284, -0.48581555485725403, -0.8320807218551636, -3.1217527389526367, 0.003333088, 0.010367683, 0.3218441, 0
814, 399704951, -0.4855303466320038, -0.8330585956573486, -3.1220850944519043, -0.0037675903, 0.0037177852, 0.3374014, 0
815, 399721618, -0.4851837158203125, -0.8335249423980713, -3.1219117641448975, 0.0042704176, 0.006833675, 0.3440647, 0
816, 399738285, -0.48364415764808655, -0.8324059247970581, -3.1210989952087402, 0.0034962874, 0.0010614316, 0.32663155, 0
817, 399754952, -0.4839780926704407, -0.8323920965194702, -3.1205782890319824, -0.005458864, -0.0066113668, 0.31913567, 0
818, 399771619, -0.48505938053131104, -0.8327578902244568, -3.120513916015625, -0.007741902, 0.006977963, 0.34107113, 0
819, 399788286, -0.4851706326007843, -0.8337666988372803, -3.1198811531066895, 0.008077074, 0.009096135, 0.33730602, 0
820, 399804953, -0.48563894629478455, -0.834321916103363, -3.120248317718506, -0.004479577, -0.0013304504, 0.3326273, 0
821, 399821620, -0.48473623394966125, -0.834870457649231, -3.1202216148376465, -0.0017958987, -0.010763797, 0.34358692, 0
822, 399838287, -0.4849974811077118, -0.8360295295715332, -3.121234178543091, -0.006661957, 0.0069847484, 0.3498726, 0
823, 399854954, -0.48434314131736755, -0.8358321189880371, -3.1215462684631348, 0.0015902877, 0.008002843, 0.32712746, 0
824, 399871621, -0.48434168100357056, -0.836254358291626, -3.120387315750122, -0.0028501675, 0.004146092, 0.34567642, 0
825, 399888288, -0.48393166065216064, -0.8360069394111633, -3.1198086738586426, -0.013718722, 0.011151784, 0.33607674, 0
826, 399904955, -0.48439154028892517, -0.8363040685653687, -3.121526002883911, 0.0023429117, 0.012587946, 0.32263756, 0
827, 399921622, -0.4859488010406494, -0.8366047143936157, -3.1212692260742188, -0.007539225, -0.012794471, 0.3203907, 0
828, 399938289, -0.48604875802993774, -0.8361407518386841, -3.1219482421875, 0.007166398, -0.00839726, 0.31834793, 0
829, 399954956, -0.48559069633483887, -0.8374435305595398, -3.121952772140503, -0.0045662927, -0.0077038524, 0.31564522, 0
830, 399971623, -0.4851260781288147, -0.8385511636734009, -3.1225483417510986, 0.0012969619, 0.01294198, 0.32299042, 0
831, 399988290, -0.4841457009315491, -0.8391972780227661, -3.122710704803467, -0.0012947896, -0.00384824, 0.3232422, 0
832, 400004957, -0.4851226806640625, -0.8374200463294983, -3.123880624771118, -0.012180339, -0.009080441, 0.3196535, 0
833, 400021624, -0.4838632047176361, -0.8372637629508972, -3.124962568283081, 7.8034657E-4, -0.003821174, 0.32763386, 0
834, 400038291, -0.48400700092315674, -0.837298572063446, -3.1252472400665283, 0.015757008, 0.004390727, 0.3229084, 0
835, 400054958, -0.48452258110046387, -0.8376524448394775, -3.125107526779175, 0.008011584, 0.003715627, 0.35557556, 0
836, 400071625, -0.485130250453949, -0.8372762799263, -3.125044345855713, -0.0073611056, 1.2928479E-4, 0.36158848, 0
837, 400088292, -0.48484328389167786, -0.8382278680801392, -3.1244328022003174, -0.0033520588, -0.00866917, 0.36141586, 0
838, 400104959, -0.4846116304397583, -0.8391250371932983, -3.12443470954895, 0.0066592055, -0.003540749, 0.33648968, 0
839, 400121626, -0.48486676812171936, -0.838600754737854, -3.1250321865081787, 0.0052474975, -0.0045906766, 0.31858444, 0
840, 400138293, -0.4829925000667572, -0.8231603503227234, -3.122622013092041, -0.008528695, -0.01093336, 0.32555103, 0
841, 400154960, -0.4830753803253174, -0.8231821060180664, -3.123999834060669, 0.0016139451, -1.2265274E-5, 0.3524456, 0
842, 400171627, -0.4831075966358185, -0.8230797052383423, -3.127261161804199, -0.0064392965, 4.1696342E-4, 0.33321, 0
843, 400188294, -0.48397013545036316, -0.8226927518844604, -3.1283795833587646, -0.0023146165, -0.0059085754, 0.3295269, 0
844, 400204961, -0.4840560853481293, -0.8238534331321716, -3.1300363540649414, -0.0030943693, 0.0016466863, 0.34300137, 0
845, 400221628, -0.48441430926322937, -0.8241411447525024, -3.1309173107147217, -0.002058268, 0.006671432, 0.33726406, 0
846, 400238295, -0.4852280616760254, -0.82354736328125, -3.1309022903442383, 0.0032037369, -0.0074374354, 0.311718, 0
847, 400254962, -0.48549753427505493, -0.8239235877990723, -3.131110906600952, -0.0017156925, -0.0017373592, 0.3551941, 0
848, 400271629, -0.48478245735168457, -0.8238826990127563, -3.130983591079712, -0.010910918, 0.0057281516, 0.3202629, 0
849, 400288296, -0.4848194122314453, -0.8230900168418884, -3.1309356689453125, -0.008062447, 9.187186E-4, 0.33977795, 0
850, 400304963, -0.48586294054985046, -0.822930097579956, -3.1305525302886963, -0.0037020382, 0.011817434, 0.31517506, 0
851, 400321630, -0.4857794940471649, -0.8229745626449585, -3.129990816116333, -0.0067344103, 0.009535066, 0.33027267, 0
852, 400338297, -0.48539504408836365, -0.8220361471176147, -3.128638505935669, 0.00503048, -0.003972992, 0.35295486, 0
853, 400354964, -0.4864286184310913, -0.8220052719116211, -3.1290080547332764, -0.0053776656, -0.002324699, 0.32766628, 0
854, 400371631, -0.4861159324645996, -0.8218022584915161, -3.129485845565796, 0.00745401, 0.0011304761, 0.32210636, 0
855, 400388298, -0.4853527545928955, -0.8207388520240784, -3.1289889812469482, 0.017060576, 0.004257356, 0.33154678, 0
856, 400404965, -0.4846881628036499, -0.8215673565864563, -3.128911018371582, 2.99221E-4, -0.0025361178, 0.3081684, 0
857, 400421632, -0.4850991368293762, -0.8221082091331482, -3.1301119327545166, -0.0058031995, 0.0033498027, 0.3360014, 0
858, 400438299, -0.48566189408302307, -0.8224812746047974, -3.1286981105804443, 0.010618898, -0.0060637076, 0.3130312, 0
859, 400454966, -0.48652195930480957, -0.8233857154846191, -3.1288492679595947, 0.0033348552, 1.6686988E-4, 0.32032585, 0
860, 400471633, -0.48601219058036804, -0.8233010768890381, -3.128265619277954, 0.0121426135, 0.0014051037, 0.33085823, 0
861, 400488300, -0.4861643314361572, -0.8237901329994202, -3.127562999725342, 0.0013560111, 0.0020019112, 0.32404423, 0
862, 400504967, -0.4864546060562134, -0.8242549896240234, -3.128075122833252, -0.012392494, 0.008424454, 0.32083607, 0
863, 400521634, -0.4866982698440552, -0.8238309621810913, -3.1277849674224854, 0.01621349, 0.017964842, 0.35570145, 0
864, 400538301, -0.48711928725242615, -0.8237888813018799, -3.1281380653381348, -0.016705187, 0.0042273146, 0.3123474, 0
865, 400554968, -0.4876817464828491, -0.8228502869606018, -3.1286487579345703, -4.266024E-4, 0.0023952208, 0.34038448, 0
866, 400571635, -0.4867102801799774, -0.8221591114997864, -3.1270058155059814, 0.015868623, -2.3623923E-4, 0.31668186, 0
867, 400588302, -0.48717743158340454, -0.8211742639541626, -3.1270108222961426, 0.0013436063, 0.0018927181, 0.34205627, 0
868, 400604969, -0.4866568446159363, -0.8211449384689331, -3.1275463104248047, 0.009623784, -0.013114902, 0.34135532, 0
869, 400621636, -0.48639976978302, -0.8201416730880737, -3.128030776977539, -8.3997566E-4, -0.008388525, 0.33732414, 0
870, 400638303, -0.4860130548477173, -0.8200632929801941, -3.128307580947876, 0.01378285, 0.0026092448, 0.3355465, 0
871, 400654970, -0.4852995276451111, -0.820256769657135, -3.129173517227173, 0.0103035495, -0.0017038113, 0.32918835, 0
872, 400671637, -0.4844992160797119, -0.8198413252830505, -3.1289284229278564, -0.007093135, -0.006262791, 0.3563509, 0
873, 400688304, -0.4839717447757721, -0.8200266361236572, -3.129883289337158, 0.003196871, -0.0043115616, 0.32628155, 0
874, 400704971, -0.48364847898483276, -0.8199360370635986, -3.1298913955688477, -0.001675523, -0.019738568, 0.34589386, 0
875, 400721638, -0.4840359389781952, -0.8202725052833557, -3.1307740211486816, 0.010848292, -0.022881685, 0.30868244, 0
876, 400738305, -0.4835120439529419, -0.8215319514274597, -3.132629871368408, 0.004801051, 0.0019817671, 0.32270622, 0
877, 400754972, -0.4839761555194855, -0.8212249875068665, -3.1333518028259277, 0.0065200124, -0.013047698, 0.30579758, 0
878, 400771639, -0.48469871282577515, -0.8224433064460754, -3.133729934692383, 0.007934465, 0.004369605, 0.3318777, 0
879, 400788306, -0.4841167628765106, -0.8233665823936462, -3.134664535522461, -0.0051763854, 0.00465567, 0.31973362, 0
880, 400804973, -0.4830588400363922, -0.8243752717971802, -3.134770393371582, 0.01147072, 0.025812477, 0.32978344, 0
881, 400821640, -0.48403245210647583, -0.8242525458335876, -3.1347153186798096, 0.001456599, -0.0042516217, 0.33578873, 0
882, 400838307, -0.4831533432006836, -0.8242930173873901, -3.135680913925171, 0.01286141, 0.00641426, 0.3126974, 0
883, 400854974, -0.48543015122413635, -0.823646068572998, -3.135113477706909, -0.0046701846, 0.00419303, 0.33245182, 0
884, 400871641, -0.4849749207496643, -0.8250178098678589, -3.1341395378112793, 3.4165353E-4, 0.0023243916, 0.331769, 0
885, 400888308, -0.4846947193145752, -0.8256617188453674, -3.134286880493164, -0.012555568, 0.0074718497, 0.31575394, 0
886, 400904975, -0.48416784405708313, -0.8244730234146118, -3.133742332458496, 3.1488785E-4, -0.0071911276, 0.32809734, 0
887, 400921642, -0.4847915768623352, -0.8244961500167847, -3.1341729164123535, -0.0037454485, 0.009691717, 0.31729126, 0
888, 400938309, -0.4842051863670349, -0.8238469958305359, -3.1347715854644775, -0.0057303063, -0.004356774, 0.33650303, 0
889, 400954976, -0.48396211862564087, -0.8233286142349243, -3.1344521045684814, 0.0128297, -9.984673E-4, 0.36361027, 0
890, 400971643, -0.48468777537345886, -0.8240674138069153, -3.133842706680298, -0.001341406, 4.6417354E-5, 0.33722305, 0
891, 400988310, -0.48490142822265625, -0.8239448070526123, -3.132652759552002, 0.010201208, 0.012681001, 0.31709576, 0
892, 401004977, -0.48491227626800537, -0.822640597820282, -3.133023977279663, 0.003668078, -0.0028753963, 0.3352747, 0
893, 401021644, -0.4860461950302124, -0.8229770660400391, -3.1327030658721924, 0.0018766357, -0.008894304, 0.31652355, 0
894, 401038311, -0.48628103733062744, -0.823992908000946, -3.133131980895996, -0.0076034847, 0.0011307241, 0.31135178, 0
895, 401054978, -0.4855215549468994, -0.8232717514038086, -3.134549379348755, -0.013078987, 0.012961213, 0.3300953, 0
896, 401071645, -0.48547106981277466, -0.8240532875061035, -3.1335647106170654, 0.0052640093, -0.011898164, 0.32629395, 0
897, 401088312, -0.4848825931549072, -0.8246573209762573, -3.13316011428833, 0.0069611575, -0.00700454, 0.31690693, 0
898, 401104979, -0.4838438928127289, -0.8258063197135925, -3.1331772804260254, -0.0014399752, 0.008345541, 0.28691483, 0
899, 401121646, -0.4830872714519501, -0.8246238231658936, -3.1333370208740234, 0.0079940315, -0.0021485288, 0.42913342, 0
900, 401138313, -0.48279640078544617, -0.8223764896392822, -3.1335058212280273, 0.0032016484, 0.0032101665, 0.25840282, 0
901, 401154980, -0.4832935631275177, -0.8210503458976746, -3.1352546215057373, 0.006725868, -0.004114311, 0.34852886, 0
902, 401171647, -0.4842674732208252, -0.8203772306442261, -3.137070894241333, -3.7972757E-4, 0.005769107, 0.33321476, 0
903, 401188314, -0.4847486615180969, -0.8221072554588318, -3.1382627487182617, 0.014149173, 0.014643654, 0.3012104, 0
904, 401204981, -0.48507454991340637, -0.8232942819595337, -3.1376304626464844, 0.0031502056, 0.009463183, 0.3321581, 0
905, 401221648, -0.48514413833618164, -0.8230451941490173, -3.137446165084839, 0.0028449637, 9.8023E-4, 0.34769917, 0
906, 401238315, -0.48445427417755127, -0.8222402334213257, -3.137279510498047, -0.0023080995, -7.5871823E-4, 0.32066822, 0
907, 401254982, -0.48457038402557373, -0.8240777254104614, -3.1380152702331543, -0.010850597, 0.0010179862, 0.3169222, 0
908, 401271649, -0.4849955141544342, -0.8245139718055725, -3.1368324756622314, 0.0046155844, 0.0038509083, 0.3170805, 0
909, 401288316, -0.4851950407028198, -0.8247698545455933, -3.1354799270629883, 0.0078220945, -0.012488674, 0.35394955, 0
910, 401304983, -0.4848032593727112, -0.8252027630805969, -3.1358747482299805, 0.014896147, -0.007763286, 0.32428455, 0
911, 401321650, -0.4838019907474518, -0.8262690901756287, -3.136107921600342, 0.001052334, -0.0048304955, 0.3365469, 0
912, 401338317, -0.48306000232696533, -0.8257715106010437, -3.1365227699279785, 0.008081754, 0.0065363045, 0.33692455, 0
