PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,1542945767,-0.859052836894989,-0.5529287457466125,5.216230869293213,-0.032875255,0.0044559473,0.33818626
2,1542962434,-0.8576472997665405,-0.5419729948043823,5.070754051208496,-0.020792484,0.019694014,0.3457737
3,1542979101,-0.8358622193336487,-0.5337971448898315,4.967123031616211,-0.0064439974,0.017795278,0.34174824
4,1542995768,-0.8158537745475769,-0.5370169878005981,5.020274639129639,-0.00955441,0.006283131,0.34172058
5,1543012435,-0.8050501346588135,-0.5457776188850403,5.016387939453125,0.0008867283,-0.00089167,0.3261137
6,1543029102,-0.8030532002449036,-0.5585517883300781,5.017721652984619,-0.02129402,0.01150951,0.34916973
7,1543045769,-0.8000792860984802,-0.569841742515564,5.044429779052734,-0.011596872,0.012001347,0.34732723
8,1543062436,-0.7967925667762756,-0.5833445191383362,5.050085067749023,-0.0094498275,0.008588891,0.33699036
9,1543079103,-0.7971410155296326,-0.5988839864730835,5.076143264770508,-0.023054328,-0.0047269077,0.3580799
10,1543095770,-0.7969285845756531,-0.6113208532333374,5.090535640716553,-0.017881295,-0.0053526605,0.34049702
11,1543112437,-0.7993361353874207,-0.626802921295166,5.102043151855469,-0.017058628,0.0036681269,0.34364796
12,1543129104,-0.8028448224067688,-0.6416740417480469,5.107301235198975,-0.008673053,0.010356204,0.33761692
13,1543145771,-0.8059930205345154,-0.6559164524078369,5.11952543258667,-0.023509827,-0.0030890887,0.33397007
14,1543162438,-0.8077195286750793,-0.6721329092979431,5.130899906158447,-0.048902377,0.00946921,0.3400364
15,1543179105,-0.810486376285553,-0.6860455274581909,5.13528299331665,-0.040539816,0.0066546723,0.34449768
16,1543195772,-0.8137757182121277,-0.699415922164917,5.135863304138184,-0.04630026,0.0104342485,0.3344307
17,1543212439,-0.8183363080024719,-0.7118294835090637,5.1289496421813965,-0.034377806,0.021446219,0.32039452
18,1543229106,-0.8206331133842468,-0.7231951355934143,5.125812530517578,-0.047050994,0.02131349,0.36458492
19,1543245773,-0.823194682598114,-0.7369022369384766,5.140658378601074,-0.033166207,0.0091556,0.3496685
20,1543262440,-0.8259851932525635,-0.7526283264160156,5.152161121368408,-0.044512138,0.016786147,0.3262186
21,1543279107,-0.8278358578681946,-0.7656136155128479,5.14564847946167,-0.046398025,0.0032805416,0.34521008
22,1543295774,-0.8307597637176514,-0.780643105506897,5.149695873260498,-0.050853737,0.0059708133,0.3421049
23,1543312441,-0.8341124057769775,-0.7936921119689941,5.147916316986084,-0.048372112,0.002415735,0.34555817
24,1543329108,-0.8374454379081726,-0.8073901534080505,5.147793292999268,-0.053584337,0.021383101,0.34178925
25,1543345775,-0.8400048017501831,-0.8214467167854309,5.148385524749756,-0.060546815,0.016857294,0.34304047
26,1543362442,-0.8424410223960876,-0.8362769484519958,5.152418613433838,-0.059885588,0.020940093,0.31005192
27,1543379109,-0.8448292016983032,-0.8504071235656738,5.168615818023682,-0.069417275,-0.0052829594,0.32944298
28,1543395776,-0.8479708433151245,-0.8661245107650757,5.17132043838501,-0.060746085,0.014622169,0.3369894
29,1543412443,-0.8507073521614075,-0.8813149333000183,5.174215793609619,-0.07889695,0.007776442,0.3701849
30,1543429110,-0.8538594841957092,-0.8932902216911316,5.1824798583984375,-0.06690588,0.013550015,0.33498478
31,1543445777,-0.8561326265335083,-0.9077544808387756,5.1829514503479,-0.06663104,0.012560814,0.32885742
32,1543462444,-0.8595763444900513,-0.9211620092391968,5.190746784210205,-0.07666706,0.01173758,0.3248787
33,1543479111,-0.862862229347229,-0.933961808681488,5.190461158752441,-0.08027572,0.014694098,0.3354683
34,1543495778,-0.8659155964851379,-0.9492371678352356,5.189157962799072,-0.10267019,0.0060693827,0.35428905
35,1543512445,-0.8696756362915039,-0.9641995429992676,5.198254585266113,-0.093554504,0.011134982,0.346591
36,1543529112,-0.872318685054779,-0.9781908988952636,5.194328308105469,-0.08126953,0.011418243,0.34669876
37,1543545779,-0.8768118023872375,-0.9923123121261596,5.19403076171875,-0.07652833,0.0055072894,0.33432007
38,1543562446,-0.88142991065979,-1.007620930671692,5.194311618804932,-0.098722324,0.008071137,0.34812737
39,1543579113,-0.8840823173522949,-1.0213778018951416,5.199653148651123,-0.08524269,0.023505956,0.33796024
40,1543595780,-0.8878424167633057,-1.0360397100448608,5.198596954345703,-0.10091156,0.016320232,0.33966637
41,1543612447,-0.8909739255905151,-1.0515056848526,5.197709083557129,-0.102006,0.011197426,0.3207903
42,1543629114,-0.8942978382110596,-1.066258430480957,5.196460723876953,-0.097589254,0.012333962,0.33174515
43,1543645781,-0.8981269598007202,-1.079999923706055,5.1887688636779785,-0.095561706,0.023834793,0.35671043
44,1543662448,-0.90158873796463,-1.0937470197677612,5.189901828765869,-0.10850327,0.029382084,0.3562212
45,1543679115,-0.904442548751831,-1.1073259115219116,5.188526630401611,-0.10482666,0.029358622,0.34202576
46,1543695782,-0.9078845381736756,-1.120775580406189,5.194375514984131,-0.10774951,0.017687248,0.3638239
47,1543712449,-0.9108462929725648,-1.1359626054763794,5.190354347229004,-0.12671685,0.03059949,0.33090973
48,1543729116,-0.9148876070976256,-1.1504908800125122,5.195085048675537,-0.105141476,0.012768373,0.3422203
49,1543745783,-0.9172664284706116,-1.1644350290298462,5.203094482421875,-0.12924784,0.01314574,0.35766888
50,1543762450,-0.9208049178123474,-1.1779179573059082,5.203489303588867,-0.12146736,0.017125381,0.35832596
51,1543779117,-0.9228509068489076,-1.1908416748046875,5.213893890380859,-0.13278778,0.013390647,0.35129166
52,1543795784,-0.9269887804985046,-1.20452082157135,5.201509475708008,-0.12523599,0.014311367,0.35090637
53,1543812451,-0.9309081435203552,-1.2182782888412476,5.203592300415039,-0.11626272,0.0252235,0.32980633
54,1543829118,-0.9346992373466492,-1.2318464517593384,5.202081203460693,-0.124737255,0.031933278,0.35851288
55,1543845785,-0.9375885128974916,-1.244943618774414,5.197309970855713,-0.13418955,0.024368305,0.34776878
56,1543862452,-0.9411303997039796,-1.25819194316864,5.197092056274414,-0.13785224,0.01918425,0.34477234
57,1543879119,-0.9447487592697144,-1.270416259765625,5.191273212432861,-0.14280947,0.007907595,0.32495308
58,1543895786,-0.9477992057800292,-1.282712697982788,5.188352584838867,-0.1313295,0.03570575,0.34568405
59,1543912453,-0.9505029320716858,-1.2954975366592407,5.197404861450195,-0.14741151,0.03212141,0.33850002
60,1543929120,-0.95221608877182,-1.3094207048416138,5.193699836730957,-0.14874041,0.029409468,0.3379488
61,1543945787,-0.9548905491828918,-1.323675274848938,5.190212726593018,-0.15514214,0.01527227,0.34679127
62,1543962454,-0.95888352394104,-1.3378779888153076,5.193859100341797,-0.16210884,0.030453095,0.34962177
63,1543979121,-0.9629616737365724,-1.3502962589263916,5.193329811096191,-0.14321254,0.022439856,0.3375559
64,1543995788,-0.9659786224365234,-1.362404704093933,5.207281112670898,-0.16325884,0.02622351,0.35965443
65,1544012455,-0.9689494371414183,-1.375308394432068,5.211731910705566,-0.17493303,0.029735465,0.34651566
66,1544029122,-0.9716402888298036,-1.3889447450637815,5.21424674987793,-0.1744597,0.018370677,0.33156204
67,1544045789,-0.9741230010986328,-1.4019181728363037,5.224228858947754,-0.16668549,0.01250057,0.33356953
68,1544062456,-0.9778481125831604,-1.4145053625106812,5.224272727966309,-0.16425864,0.021072704,0.33830357
69,1544079123,-0.9820860028266908,-1.4270427227020264,5.22342586517334,-0.16530502,0.020109069,0.3235426
70,1544095790,-0.98551744222641,-1.439584255218506,5.215695381164551,-0.1583573,0.025532614,0.3483305
71,1544112457,-0.9884750247001648,-1.4515093564987185,5.206305503845215,-0.1801905,0.021977045,0.32583523
72,1544129124,-0.9907492399215698,-1.4647092819213867,5.205124378204346,-0.17529252,0.024230635,0.34540558
73,1544145791,-0.9948933720588684,-1.476763367652893,5.203695774078369,-0.18596183,0.038169038,0.3343382
74,1544162458,-0.9996912479400636,-1.4879724979400637,5.203590393066406,-0.17378853,0.03125658,0.336442
75,1544179125,-1.0031406879425049,-1.5010418891906738,5.195583343505859,-0.17571211,0.03169594,0.35774422
76,1544195792,-1.0062141418457031,-1.5135319232940674,5.197914123535156,-0.17695004,0.04096576,0.37477493
77,1544212459,-1.008515238761902,-1.5259650945663452,5.20321798324585,-0.1924772,0.037380364,0.36497307
78,1544229126,-1.0115126371383667,-1.538905143737793,5.205124855041504,-0.20254742,0.026366564,0.3359127
79,1544245793,-1.014946460723877,-1.5505722761154177,5.221275329589844,-0.20305635,0.032378864,0.32024097
80,1544262460,-1.0177931785583496,-1.563204050064087,5.215291500091553,-0.18827666,0.022879422,0.35925674
81,1544279127,-1.0212159156799316,-1.573838472366333,5.210282325744629,-0.18251543,0.023816667,0.3373747
82,1544295794,-1.0246546268463137,-1.5858492851257324,5.20174503326416,-0.18717134,0.02151871,0.34217834
83,1544312461,-1.0271774530410769,-1.597770094871521,5.207432270050049,-0.21071506,0.028801268,0.34551716
84,1544329128,-1.029813289642334,-1.6083229780197144,5.19799280166626,-0.21544962,0.033003524,0.3505249
85,1544345795,-1.0322880744934082,-1.6210086345672607,5.193617820739746,-0.20167702,0.02690927,0.33572006
86,1544362462,-1.0355112552642822,-1.6310263872146606,5.184913635253906,-0.2104735,0.02065025,0.340909
87,1544379129,-1.0372958183288574,-1.6415293216705322,5.180393695831299,-0.21042554,0.030076958,0.3455267
88,1544395796,-1.0389498472213743,-1.6518317461013794,5.180220127105713,-0.21293633,0.051730976,0.352396
89,1544412463,-1.0406190156936646,-1.662580966949463,5.18574333190918,-0.21266781,0.033767812,0.33841038
90,1544429130,-1.041981816291809,-1.6739903688430786,5.180392265319824,-0.20894273,0.035281476,0.3347721
91,1544445797,-1.0443905591964722,-1.6831969022750854,5.170844078063965,-0.21701768,0.0428073,0.34295082
92,1544462464,-1.0464533567428589,-1.6931830644607544,5.167065620422363,-0.23002252,0.026897458,0.35825253
93,1544479131,-1.0480871200561523,-1.7029343843460083,5.165085315704346,-0.21257694,0.030776246,0.3472519
94,1544495798,-1.0515496730804443,-1.714803695678711,5.159911632537842,-0.23834446,0.034240402,0.3411188
95,1544512465,-1.052297830581665,-1.7249391078948977,5.156162738800049,-0.22144248,0.023969963,0.356081
96,1544529132,-1.0543928146362305,-1.7336798906326294,5.145031929016113,-0.22322723,0.02970328,0.3376112
97,1544545799,-1.0563232898712158,-1.742948055267334,5.135672092437744,-0.2209667,0.030082602,0.35237408
98,1544562466,-1.0593751668930054,-1.751503586769104,5.140499114990234,-0.23094659,0.0369913,0.35261345
99,1544579133,-1.062238693237305,-1.7600884437561035,5.13713264465332,-0.23841557,0.0485112,0.3567114
100,1544595800,-1.0648584365844729,-1.7685478925704956,5.1315741539001465,-0.24412046,0.04101713,0.32544518
101,1544612467,-1.066995620727539,-1.7770308256149292,5.125916957855225,-0.23584601,0.0316074,0.35733604
102,1544629134,-1.0685172080993652,-1.787020564079285,5.123125076293945,-0.23589906,0.046679128,0.3677492
103,1544645801,-1.0701154470443726,-1.7943421602249146,5.111908435821533,-0.24473791,0.034817513,0.3393364
104,1544662468,-1.0717674493789673,-1.8027821779251096,5.113490581512451,-0.2564064,0.040610954,0.34136677
105,1544679135,-1.0724093914031982,-1.811205506324768,5.112825393676758,-0.24163382,0.04760361,0.3141365
106,1544695802,-1.0745229721069336,-1.8209025859832764,5.119430541992188,-0.23938277,0.025757354,0.32923794
107,1544712469,-1.076351761817932,-1.8296115398406985,5.117528915405273,-0.2506672,0.054438334,0.33879185
108,1544729136,-1.0764648914337158,-1.8366754055023196,5.112164974212647,-0.23142765,0.047373146,0.34813023
109,1544745803,-1.0783367156982422,-1.8450803756713867,5.111097812652588,-0.2568184,0.035621893,0.31240654
110,1544762470,-1.080020785331726,-1.8506749868392944,5.10973072052002,-0.24181934,0.040344723,0.3583889
111,1544779137,-1.0807905197143557,-1.8581809997558596,5.116815090179443,-0.24015827,0.032848828,0.34587097
112,1544795804,-1.082742691040039,-1.865621566772461,5.122236728668213,-0.25132743,0.038169753,0.34756374
113,1544812471,-1.0846964120864868,-1.8704853057861328,5.122707366943359,-0.25726944,0.031332504,0.35125542
114,1544829138,-1.0862778425216677,-1.8764570951461792,5.122337818145752,-0.26048112,0.042736314,0.3457632
115,1544845805,-1.0873229503631592,-1.88363516330719,5.123148441314697,-0.25288543,0.028214585,0.3509264
116,1544862472,-1.0889347791671753,-1.890271067619324,5.121783256530762,-0.2715339,0.030791543,0.31875515
117,1544879139,-1.0897681713104248,-1.8971242904663088,5.125633716583252,-0.2524784,0.0456288,0.33188534
118,1544895806,-1.0902602672576904,-1.9029831886291504,5.124889850616455,-0.25061336,0.04236858,0.3321867
119,1544912473,-1.0927948951721191,-1.908586025238037,5.126168251037598,-0.25705925,0.038191695,0.34452343
120,1544929140,-0.7432188391685486,-0.4629336893558502,4.959667682647705,0.0043612965,-0.0067774085,0.34815693
121,1544945807,-0.7423040866851807,-0.4628595113754272,4.960262298583984,0.004806311,-0.0005996014,0.3549137
122,1544962474,-0.7417595982551575,-0.4628581702709198,4.961177825927734,0.0028809423,-0.016479617,0.33261967
123,1544979141,-0.7411654591560364,-0.4627344906330108,4.962461471557617,0.004936881,0.0030366052,0.3495264
124,1544995808,-0.7400723695755005,-0.4615772664546966,4.9633378982543945,0.0012171537,-0.0034791538,0.3493204
125,1545012475,-0.7395902276039124,-0.4617774486541748,4.965819835662842,-0.0034000825,0.005908062,0.36718464
126,1545029142,-0.7382757663726807,-0.462627649307251,4.964729309082031,-0.008358634,-0.0034626068,0.35294247
127,1545045809,-0.7384355664253235,-0.461617648601532,4.966037750244141,-0.006866493,-0.011204397,0.34252167
128,1545062476,-0.7378592491149902,-0.4608944058418274,4.9661545753479,-0.0015960571,0.0032094156,0.35985565
129,1545079143,-0.7382837533950806,-0.4602956175804138,4.965604782104492,-0.00081256736,0.008209188,0.35606766
130,1545095810,-0.7378333806991577,-0.4619635939598083,4.966798782348633,0.0019252219,0.004970516,0.35348988
131,1545112477,-0.7382370829582214,-0.4616782069206238,4.9672932624816895,0.010163749,-0.010228819,0.33081722
132,1545129144,-0.7386965751647949,-0.4623327851295471,4.967944145202637,0.006800556,0.0036515242,0.33732414
133,1545145811,-0.7387296557426453,-0.4619536697864532,4.968154430389404,0.007353248,-0.0021877796,0.33851528
134,1545162478,-0.7382627129554749,-0.4618221223354339,4.967980861663818,-0.0049543357,-0.009616554,0.3309059
135,1545179145,-0.738452672958374,-0.4624470472335815,4.967766761779785,0.010932748,-0.004504834,0.353549
136,1545195812,-0.7375165224075317,-0.4619230329990387,4.969493389129639,-0.004325954,-0.0008049889,0.34940434
137,1545212479,-0.7380348443984985,-0.4633143544197082,4.970539569854736,-0.00037046574,-0.0001468969,0.35079002
138,1545229146,-0.7389426231384277,-0.4630689620971679,4.968809604644775,0.003408157,0.0024334902,0.36040497
139,1545245813,-0.7405555248260498,-0.4641041457653045,4.968993186950684,0.024075747,0.0015425257,0.34150124
140,1545262480,-0.7405309677124023,-0.4646031856536865,4.97045373916626,-0.017300006,-0.00847939,0.33742714
141,1545279147,-0.7395421862602234,-0.4649469256401062,4.971006393432617,0.01127325,0.010347546,0.32942486
142,1545295814,-0.739507794380188,-0.4641459286212921,4.96912956237793,-0.02455044,0.01213316,0.33500195
143,1545312481,-0.7390112280845642,-0.4623314440250397,4.972023010253906,-0.010756299,-0.0014476166,0.33869362
