faccX,faccY,yaw,posX,posY,velX,velY
0,0,-76.11539459228516,0.0,0.0,0.0,0.0
0,0,-76.11711883544922,0.0,0.0,0.0,0.0
0.15796522796154022,-0.2697731554508209,-76.1118392944336,1.0969807497329182e-05,-1.873424690630701e-05,0.0013163768996795019,-0.002248109628756841
0.24639391899108887,-1.02638840675354,-76.10136413574219,6.0989918808142344e-05,-0.00014621396031644612,0.004686036457618077,-0.01304945598045985
0.358085036277771,-2.679164171218872,-76.00598907470703,0.00018106823166211445,-0.0006210349334610833,0.009723361084858575,-0.04392906079689662
0.704102098941803,-2.6370909214019775,-75.8624038696289,0.00041688724524445,-0.001722370328174697,0.01857492054502169,-0.08823118656873703
0.998116672039032,-1.9766998291015625,-75.86811828613281,0.0008446788912018139,-0.0035132922397719487,0.03276007696986198,-0.1266794428229332
-0.2561517059803009,-1.2258044481277466,-75.8208236694336,0.0014422055188980365,-0.005847012417183982,0.03894311835368474,-0.15336697846651076
0.4900258481502533,-1.1959413290023804,-75.78588104248047,0.002107498751332362,-0.008571305515037642,0.04089206953843434,-0.1735481932759285
-0.14456862211227417,-1.226001262664795,-75.85881042480469,0.0028130233287811273,-0.011631965860724448,0.0437708797554175,-0.1937310482064883
0.3878878355026245,-1.8057857751846313,-75.82546997070312,0.0035594351589679713,-0.01507135743068324,0.04579853986700375,-0.21899594018856683
1.0938115119934082,-1.503413438796997,-75.7889404296875,0.004425639944771925,-0.0189510952681303,0.058146034429470694,-0.2465726003050804
-0.753826916217804,-1.0713979005813599,-75.80219268798828,0.005418350559969742,-0.023239444949560692,0.060979239394267394,-0.2680293614665667
0.5401353240013123,-0.7704946398735046,-75.89942932128906,0.006419831522636942,-0.027834510178201724,0.05919847612579663,-0.2833784659703572
0.4767416715621948,-0.4518274962902069,-75.8587875366211,0.007477089249425463,-0.032642368092719046,0.06767245108882586,-0.29356448377172145
0.1984013319015503,-0.6926021575927734,-75.88462829589844,0.00865184836503532,-0.03761458377043406,0.07329864278435706,-0.3031013975540796
