faccX,faccY,yaw,posX,posY,velX,velY
0,0,-96.47492218017578,0.0,0.0,0.0,0.0
0,0,-96.4756851196289,0.0,0.0,0.0,0.0
0,0,-96.47614288330078,0.0,0.0,0.0,0.0
0.10250372439622879,-0.18468378484249115,-96.47055053710938,7.118314194182554e-06,-1.2825262836284106e-05,0.0008541977033019065,-0.0015390315403540928
-0.07626257836818695,-1.3966108560562134,-96.41514587402344,2.317724439005057e-05,-0.00014828791634904012,0.0010728739202022551,-0.01471648688117663
-0.6091411709785461,-2.3843235969543457,-96.30867004394531,-6.5390062001016465e-06,-0.0006561275902721617,-0.004638823991020521,-0.046224273989597955
0.5230959057807922,-2.213254928588867,-96.32650756835938,-8.98281050225099e-05,-0.0017458084432615175,-0.00535586786766847,-0.08453742836912473
-0.40188851952552795,-1.9288794994354248,-96.27041625976562,-0.00017067538988259107,-0.003442413806915283,-0.004345806315541268,-0.11905521526932716
-0.1294253170490265,-0.7266284227371216,-96.12789916992188,-0.00028000228934817845,-0.005611077667110496,-0.008773421620329222,-0.14118444795409837
0.1335301697254181,-0.8781212568283081,-96.01131439208984,-0.0004259409238066938,-0.008075592749648624,-0.008739214514692626,-0.15455736195047695
-0.3756542503833771,-1.6681485176086426,-95.8900146484375,-0.0005884086713194847,-0.010828373072048028,-0.010756915186842284,-0.17577627673745155
0.4338218569755554,-1.6239782571792603,-95.69580078125,-0.0007636511739757326,-0.013986597599254713,-0.010272185131907464,-0.20321066652735076
-0.7028787136077881,-1.2146713733673096,-95.53963470458984,-0.0009535387634403177,-0.01757057048794296,-0.012514325603842736,-0.22686608011523884
-0.3841983675956726,-0.7595346570014954,-95.38729858398438,-0.0012376023208101592,-0.021488769464194774,-0.02157330128053824,-0.24331779703497888
0.4109470546245575,-1.2795851230621338,-95.27501678466797,-0.001595299794442124,-0.02568567162172662,-0.021350395555297535,-0.26031046186884244
0.7761023044586182,-1.8666791915893555,-95.2657699584961,-0.0018687057370940846,-0.030242669896947013,-0.011458317562937737,-0.2865293311576048
-0.7981080412864685,-0.18331803381443024,-95.25106811523438,-0.002061205872644981,-0.035160519668004576,-0.011641698703169823,-0.30361264136930305
-0.37711256742477417,-1.5999232530593872,-95.33607482910156,-0.002336846726636092,-0.04034456655797031,-0.021435203775763512,-0.31847298542658486
0.6056013107299805,0.12862302362918854,-95.44865417480469,-0.002678232849058178,-0.04575462327545715,-0.019531130914886792,-0.33073382067183654
0.4008672535419464,-0.9895197749137878,-95.5457992553711,-0.002933858047342963,-0.05132663811660475,-0.011143892879287402,-0.3379079602658749
-0.6960545778274536,-1.4094029664993286,-95.6170654296875,-0.0031400887150731353,-0.057125029311411904,-0.013603787248333296,-0.35789898311098417
-0.10110744088888168,-0.7925500273704529,-95.70250701904297,-0.003422176976067325,-0.0632429257656137,-0.020246804070969425,-0.37624859139323236
-0.6896108984947205,-0.5137914419174194,-95.74015045166016,-0.00381453470637401,-0.069604453779757,-0.026836123565832776,-0.38713477030396465
0,-0.603882372379303,-95.72969818115234,-0.004309693078200023,-0.07613431618859369,-0.03258288105328878,-0.39644871875643733
-0.520524799823761,-0.828414261341095,-95.75996398925781,-0.004888888651298153,-0.08284125987854267,-0.03692058771848679,-0.40838452403744063
0.32129108905792236,-0.6078335642814636,-95.77472686767578,-0.005518067454298338,-0.08974740804483491,-0.03858086864153545,-0.4203532559176286
1.229425072669983,-0.2937797009944916,-95.76802062988281,-0.0060533933093150465,-0.09681590767577289,-0.025658233960469568,-0.42786669979492825
0.24250923097133636,-0.29315057396888733,-95.77204895019531,-0.006378812882014448,-0.10398777838589415,-0.013392114763458574,-0.43275778541962306
-0.964205265045166,-0.12306042015552521,-95.79054260253906,-0.006652132574882773,-0.11122931168414651,-0.01940624838074049,-0.43622621037065984
-0.2619488537311554,0.6149713397026062,-95.91119384765625,-0.007060719639476804,-0.11846558804313341,-0.02962419937054317,-0.4321269527077675
0.17552246153354645,-0.8019470572471619,-96.00283813476562,-0.0075604581284440244,-0.12568068834642568,-0.030344419305523243,-0.43368508368730546
-0.27294787764549255,-0.823221743106842,-96.10152435302734,-0.008072964104099408,-0.13302163201901646,-0.031156297773122794,-0.4472281570235888
0.2603224515914917,-1.2539657354354858,-95.98236083984375,-0.008593112499349648,-0.14061968376653058,-0.031261509656906133,-0.4645380526781082
0.44404926896095276,0.07658416032791138,-95.83624267578125,-0.009065222957481942,-0.14844374725388151,-0.025391745318969094,-0.47434956580400467
-0.6551244258880615,0.20950649678707123,-95.67472839355469,-0.00950307670980692,-0.15632970594387083,-0.027150704960028332,-0.47196547699471314
0.3250381648540497,-0.4687860608100891,-95.58805084228516,-0.009978511116156977,-0.16421380275239542,-0.02990142380197843,-0.4741261400282383
0.18088263273239136,0.8535330295562744,-95.54622650146484,-0.010441734790802003,-0.17208918654670313,-0.025685417155424755,-0.4709199152886867
0.21235252916812897,-1.4413535594940186,-95.47747039794922,-0.010842517079371547,-0.17997867267164913,-0.022408457472920418,-0.47581841970483457
-0.5722343325614929,0.4519527852535248,-95.46755981445312,-0.011240983162489204,-0.18797768805382975,-0.02540747250119845,-0.48406342615683867
-0.2005728781223297,0.28421202301979065,-95.3427963256836,-0.011718108204917777,-0.19599428926698031,-0.03184753259023031,-0.4779287194212277
0.37531745433807373,-0.4252203106880188,-95.28043365478516,-0.012236765374739967,-0.20396956016619996,-0.03039132778843244,-0.47910378848512963
-0.9878479242324829,-0.3060504198074341,-95.17927551269531,-0.012785824342734287,-0.21200540599723652,-0.03549574837088585,-0.4851977112392584
0.4374155104160309,-0.257322758436203,-94.94795989990234,-0.013415644622097416,-0.22013115765526886,-0.04008268515268962,-0.48989248772462207
0.5886438488960266,-0.4156205952167511,-94.7864761352539,-0.014012435252467795,-0.22834276462801623,-0.031532190491755804,-0.49550034900506335
-0.15200918912887573,0,-94.85504913330078,-0.014507649909291006,-0.23662996631943511,-0.027893568327029546,-0.49896385396520293
1.0455598831176758,0.09934461116790771,-95.0086441040039,-0.0149104905832145,-0.2449391316208574,-0.020447312543789547,-0.49813598220547034
0.4402228891849518,-0.4120538830757141,-95.10770416259766,-0.01514809976642331,-0.2532631139126088,-0.008065789441267651,-0.500741892804702
-0.46510547399520874,-0.7678110003471375,-95.17095184326172,-0.015284257547722929,-0.2616907471873693,-0.008273144314686459,-0.5105741001665591
-1.0548675060272217,0.35011258721351624,-95.2762680053711,-0.01552769696546926,-0.270229322357724,-0.02093958581487338,-0.514054920276006
-1.3290536403656006,-0.9667742252349854,-95.30941009521484,-0.01604224014199443,-0.2788397280871867,-0.0408055953681469,-0.5191937672595182
